vendor_slug,vendor_name,official_site,logo,logo_source_url,global_block_id,global_block_title,direction_id,direction_title,system_id,system_title,product_group_id,product_group_title,source_direction,source_group,source_area,source_type,show_in_catalog,show_in_vendors,show_on_home,show_in_partners,status,confidence,matched_by,source,notes
systeme-electric,Systeme Electric,https://systeme.ru,assets/img/logos/vendors/import-20260630/systeme-electric.svg,https://systeme.ru/_nuxt/img/logo-main-mobile.63c6943.svg,energy,Энергетика,eom,ЭОМ,lighting-devices,Световые приборы,input-distribution-device,Вводно-распределительное устройство (ВРУ),IT-инфраструктура,IT-инфраструктура,IT-инфраструктура,IT оборудование и ПО,true,true,true,true,published,curated_vendor_slug,systeme-electric,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: IT 02.04, row 24. Logo source: official site."
kit,КИТ,https://www.ocs.ru/vendors/kit/,assets/img/logos/vendors/import-20260630/kit.svg,https://www.ocs.ru/uploads/vendors/kit_logo_renewed.svg,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,servers-and-datacenter,Серверы и ЦОД,servers,Серверы,IT-инфраструктура,IT-инфраструктура,IT-инфраструктура,IT оборудование и ПО,true,true,true,true,published,curated_type_alias,IT оборудование и ПО,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: IT 02.04, row 12. Logo source: official site."
kit,КИТ,https://www.ocs.ru/vendors/kit/,assets/img/logos/vendors/import-20260630/kit.svg,https://www.ocs.ru/uploads/vendors/kit_logo_renewed.svg,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,servers-and-datacenter,Серверы и ЦОД,storage-systems,Системы хранения данных,IT-инфраструктура,IT-инфраструктура,IT-инфраструктура,IT оборудование и ПО,true,true,true,true,published,curated_type_alias,IT оборудование и ПО,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: IT 02.04, row 12. Logo source: official site."
kit,КИТ,https://www.ocs.ru/vendors/kit/,assets/img/logos/vendors/import-20260630/kit.svg,https://www.ocs.ru/uploads/vendors/kit_logo_renewed.svg,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,servers-and-datacenter,Серверы и ЦОД,servery-i-shd,Серверы и СХД,IT-инфраструктура,IT-инфраструктура,IT-инфраструктура,IT оборудование и ПО,true,true,true,true,published,curated_type_alias,IT оборудование и ПО,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: IT 02.04, row 12. Logo source: official site."
kit,КИТ,https://www.ocs.ru/vendors/kit/,assets/img/logos/vendors/import-20260630/kit.svg,https://www.ocs.ru/uploads/vendors/kit_logo_renewed.svg,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,network-equipment,Сетевое оборудование,network-switches,Коммутаторы,IT-инфраструктура,IT-инфраструктура,IT-инфраструктура,IT оборудование и ПО,true,true,true,true,published,curated_type_alias,IT оборудование и ПО,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: IT 02.04, row 12. Logo source: official site."
kit,КИТ,https://www.ocs.ru/vendors/kit/,assets/img/logos/vendors/import-20260630/kit.svg,https://www.ocs.ru/uploads/vendors/kit_logo_renewed.svg,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,network-equipment,Сетевое оборудование,setevoe-oborudovanie-i-telekom,Сетевое оборудование и телеком,IT-инфраструктура,IT-инфраструктура,IT-инфраструктура,IT оборудование и ПО,true,true,true,true,published,curated_type_alias,IT оборудование и ПО,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: IT 02.04, row 12. Logo source: official site."
kit,КИТ,https://www.ocs.ru/vendors/kit/,assets/img/logos/vendors/import-20260630/kit.svg,https://www.ocs.ru/uploads/vendors/kit_logo_renewed.svg,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,software-and-management,ПО и управление,software-monitoring-and-virtualization,"ПО, мониторинг и виртуализация",IT-инфраструктура,IT-инфраструктура,IT-инфраструктура,IT оборудование и ПО,true,true,true,true,published,curated_type_alias,IT оборудование и ПО,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: IT 02.04, row 12. Logo source: official site."
terek-radio,Терек-Радио,https://terek-radio.ru/,assets/img/logos/vendors/import-20260630/terek-radio.png,https://terek-radio.ru/wp-content/uploads/2022/03/logo_for_heder_v2-1536x768.png,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,servers-and-datacenter,Серверы и ЦОД,servers,Серверы,IT-инфраструктура,IT-инфраструктура,IT-инфраструктура,IT оборудование и ПО,true,true,true,true,published,curated_type_alias,IT оборудование и ПО,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: IT 02.04, row 20. Logo source: official site."
terek-radio,Терек-Радио,https://terek-radio.ru/,assets/img/logos/vendors/import-20260630/terek-radio.png,https://terek-radio.ru/wp-content/uploads/2022/03/logo_for_heder_v2-1536x768.png,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,servers-and-datacenter,Серверы и ЦОД,storage-systems,Системы хранения данных,IT-инфраструктура,IT-инфраструктура,IT-инфраструктура,IT оборудование и ПО,true,true,true,true,published,curated_type_alias,IT оборудование и ПО,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: IT 02.04, row 20. Logo source: official site."
terek-radio,Терек-Радио,https://terek-radio.ru/,assets/img/logos/vendors/import-20260630/terek-radio.png,https://terek-radio.ru/wp-content/uploads/2022/03/logo_for_heder_v2-1536x768.png,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,servers-and-datacenter,Серверы и ЦОД,servery-i-shd,Серверы и СХД,IT-инфраструктура,IT-инфраструктура,IT-инфраструктура,IT оборудование и ПО,true,true,true,true,published,curated_type_alias,IT оборудование и ПО,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: IT 02.04, row 20. Logo source: official site."
terek-radio,Терек-Радио,https://terek-radio.ru/,assets/img/logos/vendors/import-20260630/terek-radio.png,https://terek-radio.ru/wp-content/uploads/2022/03/logo_for_heder_v2-1536x768.png,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,network-equipment,Сетевое оборудование,network-switches,Коммутаторы,IT-инфраструктура,IT-инфраструктура,IT-инфраструктура,IT оборудование и ПО,true,true,true,true,published,curated_type_alias,IT оборудование и ПО,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: IT 02.04, row 20. Logo source: official site."
terek-radio,Терек-Радио,https://terek-radio.ru/,assets/img/logos/vendors/import-20260630/terek-radio.png,https://terek-radio.ru/wp-content/uploads/2022/03/logo_for_heder_v2-1536x768.png,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,network-equipment,Сетевое оборудование,setevoe-oborudovanie-i-telekom,Сетевое оборудование и телеком,IT-инфраструктура,IT-инфраструктура,IT-инфраструктура,IT оборудование и ПО,true,true,true,true,published,curated_type_alias,IT оборудование и ПО,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: IT 02.04, row 20. Logo source: official site."
terek-radio,Терек-Радио,https://terek-radio.ru/,assets/img/logos/vendors/import-20260630/terek-radio.png,https://terek-radio.ru/wp-content/uploads/2022/03/logo_for_heder_v2-1536x768.png,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,software-and-management,ПО и управление,software-monitoring-and-virtualization,"ПО, мониторинг и виртуализация",IT-инфраструктура,IT-инфраструктура,IT-инфраструктура,IT оборудование и ПО,true,true,true,true,published,curated_type_alias,IT оборудование и ПО,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: IT 02.04, row 20. Logo source: official site."
kvadra,KVADRA,https://квадра.рф/,assets/img/logos/partners/kvadra-on-white.svg,https://xn--80aaej1a3b.xn--p1ai/wp-content/themes/kvadra/assets/public/static/images/logo.svg?v2,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,corporate-devices,Корпоративные устройства,all-in-one-laptops-and-tablets,"Моноблоки, ноутбуки и планшеты",IT-инфраструктура,IT-инфраструктура,Корпоративные устройства,"ПК, моноблоки, ноутбуки, планшеты, клиентские устройства",true,true,true,true,published,curated_type_alias,"ПК, моноблоки, ноутбуки, планшеты, клиентские устройства",official_site_header_asset_adapted_on_white_card,IT-инфраструктура: корпоративные клиентские устройства YADRO/KVADRA.
kvadra,KVADRA,https://квадра.рф/,assets/img/logos/partners/kvadra-on-white.svg,https://xn--80aaej1a3b.xn--p1ai/wp-content/themes/kvadra/assets/public/static/images/logo.svg?v2,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,workstations,Рабочие станции,personalnoe-oborudovanie,Персональное оборудование,IT-инфраструктура,IT-инфраструктура,Корпоративные устройства,"ПК, моноблоки, ноутбуки, планшеты, клиентские устройства",true,true,true,true,published,curated_type_alias,"ПК, моноблоки, ноутбуки, планшеты, клиентские устройства",official_site_header_asset_adapted_on_white_card,IT-инфраструктура: корпоративные клиентские устройства YADRO/KVADRA.
gitflic,GitFlic,https://gitflic.ru/,assets/img/logos/vendors/gitflic.svg,https://gitflic.ru/static/images/logo-black.svg,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,software-and-management,ПО и управление,platformy-razrabotki-i-sborki-po,Платформы разработки и сборки ПО,IT-инфраструктура,IT-инфраструктура,ПО и управление,Платформы разработки и сборки ПО,true,true,false,false,published,curated_type_alias,Платформы разработки и сборки ПО,codex_p0_vendor_coverage_20260702,"Official black SVG logo from gitflic.ru static assets, site title confirms source-code repository platform."
postgres-professional,Postgres Professional,https://postgrespro.ru/,assets/img/logos/vendors/postgres-professional.svg,https://postgrespro.ru/media/2025/04/02/Postgres%20Pro.%20%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF%20%28%D1%81%D0%B8%D0%BD%D0%B8%D0%B9%29..svg,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,software-and-management,ПО и управление,upravlenie-dannymi-i-analitika,Управление данными и аналитика,IT-инфраструктура,IT-инфраструктура,ПО и управление,Управление данными и аналитика,true,true,false,false,published,curated_type_alias,Управление данными и аналитика,codex_p0_vendor_coverage_20260702,Official blue SVG from Postgres Pro press materials.
gk-astra,Группа Астра,https://astra.ru/,assets/img/logos/vendors/gk-astra.svg,https://astra.ru/upload/logotipy/logoGroupAstra.zip,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,software-and-management,ПО и управление,operatsionnye-sistemy,Операционные системы,IT-инфраструктура,IT-инфраструктура,ПО и управление,"Операционные системы, виртуализация и управление ИТ-инфраструктурой",true,true,false,false,published,curated_type_alias,"Операционные системы, виртуализация и управление ИТ-инфраструктурой",codex_p0_vendor_coverage_20260702,"Official logo package downloaded from Astra press/logo materials page, using color SVG from official ZIP."
gk-astra,Группа Астра,https://astra.ru/,assets/img/logos/vendors/gk-astra.svg,https://astra.ru/upload/logotipy/logoGroupAstra.zip,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,software-and-management,ПО и управление,virtualizatsiya-i-vdi,Виртуализация и VDI,IT-инфраструктура,IT-инфраструктура,ПО и управление,"Операционные системы, виртуализация и управление ИТ-инфраструктурой",true,true,false,false,published,curated_type_alias,"Операционные системы, виртуализация и управление ИТ-инфраструктурой",codex_p0_vendor_coverage_20260702,"Official logo package downloaded from Astra press/logo materials page, using color SVG from official ZIP."
gk-astra,Группа Астра,https://astra.ru/,assets/img/logos/vendors/gk-astra.svg,https://astra.ru/upload/logotipy/logoGroupAstra.zip,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,software-and-management,ПО и управление,upravlenie-it-infrastrukturoy,Управление ИТ-инфраструктурой,IT-инфраструктура,IT-инфраструктура,ПО и управление,"Операционные системы, виртуализация и управление ИТ-инфраструктурой",true,true,false,false,published,curated_type_alias,"Операционные системы, виртуализация и управление ИТ-инфраструктурой",codex_p0_vendor_coverage_20260702,"Official logo package downloaded from Astra press/logo materials page, using color SVG from official ZIP."
kiberprotekt,Киберпротект,https://cyberprotect.ru/,assets/img/logos/vendors/kiberprotekt.svg,https://cyberprotect.ru/static/img/main_new/logo_10.svg,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,software-and-management,ПО и управление,rezervnoe-kopirovanie,Резервное копирование,IT-инфраструктура,IT-инфраструктура,ПО и управление,Резервное копирование,true,true,false,false,published,curated_type_alias,Резервное копирование,codex_p0_vendor_coverage_20260702,"Official SVG logo from cyberprotect.ru header, page title confirms backup, storage and data protection solutions."
depo-computers,DEPO Computers,https://depo-computers.com/,assets/img/logos/partners/depo-computers.png,https://static.tildacdn.com/tild6264-3332-4438-a439-373663373064/Logo_DepoComputers.png,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,servers-and-datacenter,Серверы и ЦОД,servers,Серверы,IT-инфраструктура,IT-инфраструктура,Серверы и ЦОД,"Серверы, СХД, коммутаторы, инфраструктурные компоненты, рабочие станции",true,true,true,true,published,curated_type_alias,"Серверы, СХД, коммутаторы, инфраструктурные компоненты, рабочие станции",official_site_og_logo_asset,"IT-инфраструктура: серверы, СХД, коммутаторы, компьютеры и рабочие станции."
depo-computers,DEPO Computers,https://depo-computers.com/,assets/img/logos/partners/depo-computers.png,https://static.tildacdn.com/tild6264-3332-4438-a439-373663373064/Logo_DepoComputers.png,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,servers-and-datacenter,Серверы и ЦОД,storage-systems,Системы хранения данных,IT-инфраструктура,IT-инфраструктура,Серверы и ЦОД,"Серверы, СХД, коммутаторы, инфраструктурные компоненты, рабочие станции",true,true,true,true,published,curated_type_alias,"Серверы, СХД, коммутаторы, инфраструктурные компоненты, рабочие станции",official_site_og_logo_asset,"IT-инфраструктура: серверы, СХД, коммутаторы, компьютеры и рабочие станции."
depo-computers,DEPO Computers,https://depo-computers.com/,assets/img/logos/partners/depo-computers.png,https://static.tildacdn.com/tild6264-3332-4438-a439-373663373064/Logo_DepoComputers.png,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,servers-and-datacenter,Серверы и ЦОД,servery-i-shd,Серверы и СХД,IT-инфраструктура,IT-инфраструктура,Серверы и ЦОД,"Серверы, СХД, коммутаторы, инфраструктурные компоненты, рабочие станции",true,true,true,true,published,curated_type_alias,"Серверы, СХД, коммутаторы, инфраструктурные компоненты, рабочие станции",official_site_og_logo_asset,"IT-инфраструктура: серверы, СХД, коммутаторы, компьютеры и рабочие станции."
depo-computers,DEPO Computers,https://depo-computers.com/,assets/img/logos/partners/depo-computers.png,https://static.tildacdn.com/tild6264-3332-4438-a439-373663373064/Logo_DepoComputers.png,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,network-equipment,Сетевое оборудование,network-switches,Коммутаторы,IT-инфраструктура,IT-инфраструктура,Серверы и ЦОД,"Серверы, СХД, коммутаторы, инфраструктурные компоненты, рабочие станции",true,true,true,true,published,curated_type_alias,"Серверы, СХД, коммутаторы, инфраструктурные компоненты, рабочие станции",official_site_og_logo_asset,"IT-инфраструктура: серверы, СХД, коммутаторы, компьютеры и рабочие станции."
depo-computers,DEPO Computers,https://depo-computers.com/,assets/img/logos/partners/depo-computers.png,https://static.tildacdn.com/tild6264-3332-4438-a439-373663373064/Logo_DepoComputers.png,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,network-equipment,Сетевое оборудование,setevoe-oborudovanie-i-telekom,Сетевое оборудование и телеком,IT-инфраструктура,IT-инфраструктура,Серверы и ЦОД,"Серверы, СХД, коммутаторы, инфраструктурные компоненты, рабочие станции",true,true,true,true,published,curated_type_alias,"Серверы, СХД, коммутаторы, инфраструктурные компоненты, рабочие станции",official_site_og_logo_asset,"IT-инфраструктура: серверы, СХД, коммутаторы, компьютеры и рабочие станции."
depo-computers,DEPO Computers,https://depo-computers.com/,assets/img/logos/partners/depo-computers.png,https://static.tildacdn.com/tild6264-3332-4438-a439-373663373064/Logo_DepoComputers.png,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,datacenter-infrastructure,ЦОД и инфраструктура,datacenter-infrastructure-components,Инфраструктурные компоненты ЦОД,IT-инфраструктура,IT-инфраструктура,Серверы и ЦОД,"Серверы, СХД, коммутаторы, инфраструктурные компоненты, рабочие станции",true,true,true,true,published,curated_type_alias,"Серверы, СХД, коммутаторы, инфраструктурные компоненты, рабочие станции",official_site_og_logo_asset,"IT-инфраструктура: серверы, СХД, коммутаторы, компьютеры и рабочие станции."
depo-computers,DEPO Computers,https://depo-computers.com/,assets/img/logos/partners/depo-computers.png,https://static.tildacdn.com/tild6264-3332-4438-a439-373663373064/Logo_DepoComputers.png,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,workstations,Рабочие станции,workstations-and-corporate-pcs,Рабочие станции и корпоративные ПК,IT-инфраструктура,IT-инфраструктура,Серверы и ЦОД,"Серверы, СХД, коммутаторы, инфраструктурные компоненты, рабочие станции",true,true,true,true,published,curated_type_alias,"Серверы, СХД, коммутаторы, инфраструктурные компоненты, рабочие станции",official_site_og_logo_asset,"IT-инфраструктура: серверы, СХД, коммутаторы, компьютеры и рабочие станции."
yadro,YADRO,https://yadro.com/,assets/img/logos/partners/yadro-on-white.svg,https://yadro.com/assets/shared/svgs/logo_yadro_white_193x48.svg,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,servers-and-datacenter,Серверы и ЦОД,servers,Серверы,IT-инфраструктура,IT-инфраструктура,"Серверы, СХД и ПО","Серверы, системы хранения, коммутаторы, ПО, интегрированные решения",true,true,true,true,published,curated_type_alias,"Серверы, системы хранения, коммутаторы, ПО, интегрированные решения",official_site_header_asset,"IT-инфраструктура: серверы, СХД, сетевые коммутаторы, ПО и ЦОД-решения."
yadro,YADRO,https://yadro.com/,assets/img/logos/partners/yadro-on-white.svg,https://yadro.com/assets/shared/svgs/logo_yadro_white_193x48.svg,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,servers-and-datacenter,Серверы и ЦОД,storage-systems,Системы хранения данных,IT-инфраструктура,IT-инфраструктура,"Серверы, СХД и ПО","Серверы, системы хранения, коммутаторы, ПО, интегрированные решения",true,true,true,true,published,curated_type_alias,"Серверы, системы хранения, коммутаторы, ПО, интегрированные решения",official_site_header_asset,"IT-инфраструктура: серверы, СХД, сетевые коммутаторы, ПО и ЦОД-решения."
yadro,YADRO,https://yadro.com/,assets/img/logos/partners/yadro-on-white.svg,https://yadro.com/assets/shared/svgs/logo_yadro_white_193x48.svg,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,servers-and-datacenter,Серверы и ЦОД,servery-i-shd,Серверы и СХД,IT-инфраструктура,IT-инфраструктура,"Серверы, СХД и ПО","Серверы, системы хранения, коммутаторы, ПО, интегрированные решения",true,true,true,true,published,curated_type_alias,"Серверы, системы хранения, коммутаторы, ПО, интегрированные решения",official_site_header_asset,"IT-инфраструктура: серверы, СХД, сетевые коммутаторы, ПО и ЦОД-решения."
yadro,YADRO,https://yadro.com/,assets/img/logos/partners/yadro-on-white.svg,https://yadro.com/assets/shared/svgs/logo_yadro_white_193x48.svg,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,network-equipment,Сетевое оборудование,network-switches,Коммутаторы,IT-инфраструктура,IT-инфраструктура,"Серверы, СХД и ПО","Серверы, системы хранения, коммутаторы, ПО, интегрированные решения",true,true,true,true,published,curated_type_alias,"Серверы, системы хранения, коммутаторы, ПО, интегрированные решения",official_site_header_asset,"IT-инфраструктура: серверы, СХД, сетевые коммутаторы, ПО и ЦОД-решения."
yadro,YADRO,https://yadro.com/,assets/img/logos/partners/yadro-on-white.svg,https://yadro.com/assets/shared/svgs/logo_yadro_white_193x48.svg,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,network-equipment,Сетевое оборудование,setevoe-oborudovanie-i-telekom,Сетевое оборудование и телеком,IT-инфраструктура,IT-инфраструктура,"Серверы, СХД и ПО","Серверы, системы хранения, коммутаторы, ПО, интегрированные решения",true,true,true,true,published,curated_type_alias,"Серверы, системы хранения, коммутаторы, ПО, интегрированные решения",official_site_header_asset,"IT-инфраструктура: серверы, СХД, сетевые коммутаторы, ПО и ЦОД-решения."
yadro,YADRO,https://yadro.com/,assets/img/logos/partners/yadro-on-white.svg,https://yadro.com/assets/shared/svgs/logo_yadro_white_193x48.svg,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,software-and-management,ПО и управление,software-monitoring-and-virtualization,"ПО, мониторинг и виртуализация",IT-инфраструктура,IT-инфраструктура,"Серверы, СХД и ПО","Серверы, системы хранения, коммутаторы, ПО, интегрированные решения",true,true,true,true,published,curated_type_alias,"Серверы, системы хранения, коммутаторы, ПО, интегрированные решения",official_site_header_asset,"IT-инфраструктура: серверы, СХД, сетевые коммутаторы, ПО и ЦОД-решения."
yadro,YADRO,https://yadro.com/,assets/img/logos/partners/yadro-on-white.svg,https://yadro.com/assets/shared/svgs/logo_yadro_white_193x48.svg,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,software-and-management,ПО и управление,programmnoe-obespechenie,Программное обеспечение,IT-инфраструктура,IT-инфраструктура,"Серверы, СХД и ПО","Серверы, системы хранения, коммутаторы, ПО, интегрированные решения",true,true,true,true,published,curated_type_alias,"Серверы, системы хранения, коммутаторы, ПО, интегрированные решения",official_site_header_asset,"IT-инфраструктура: серверы, СХД, сетевые коммутаторы, ПО и ЦОД-решения."
