priority,status,issues,block_id,block,direction_id,direction,system_id,system,product_group_id,product_group,page,product_types_count,product_types,catalog_brands_count,catalog_brands,vendor_count,vendors,vendor_logo_count,vendor_missing_logo_count,image,image_exists,image_width,image_height,image_bytes,image_sha12,image_ahash,image_brightness,image_contrast,image_entropy,exact_duplicate_count,visual_duplicate_count
OK,OK,,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,software-and-management,ПО и управление,upravlenie-it-infrastrukturoy,Управление ИТ-инфраструктурой,solution-it-infrastructure-software-and-management.html,1,Управление ИТ-инфраструктурой,0,,1,Группа Астра,1,0,assets/img/solutions/detail/it-infrastructure/it-infrastructure-software-and-management-upravlenie-it-infrastrukturoy.webp,true,1200,900,52918,7689c0f6c3e5,c7c7ce4c0c803800,23.2,26.2,5.63,1,1
OK,OK,,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,software-and-management,ПО и управление,upravlenie-dannymi-i-analitika,Управление данными и аналитика,solution-it-infrastructure-software-and-management.html,1,Управление данными и аналитика,0,,1,Postgres Professional,1,0,assets/img/solutions/detail/it-infrastructure/it-infrastructure-software-and-management-upravlenie-dannymi-i-analitika.webp,true,1200,900,78758,983d8ecb31ea,0f8f9f1f00800081,35.2,26.0,6.32,1,1
OK,OK,,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,workstations,Рабочие станции,personalnoe-oborudovanie,Персональное оборудование,solution-it-infrastructure-workstations.html,1,Персональное оборудование,0,,2,KVADRA; iRU,2,0,assets/img/solutions/detail/it-infrastructure/it-infrastructure-workstations-personalnoe-oborudovanie.webp,true,1200,900,75302,3dd8b8974d7c,585f585b58c0cf19,24.5,27.6,5.87,1,1
OK,OK,,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,workstations,Рабочие станции,workstations-and-corporate-pcs,Рабочие станции и корпоративные ПК,solution-it-infrastructure-workstations.html,5,рабочие станции; корпоративные ПК; мини-ПК; графические станции; комплектующие рабочих мест,2,DEPO Computers; KVADRA,2,DEPO Computers; iRU,2,0,assets/img/solutions/detail/it-infrastructure/it-workstations.webp,true,1280,960,110502,6848cb70d7ab,0080c5841fc7e0f8,37.9,39.8,6.65,1,1
OK,OK,,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,servers-and-datacenter,Серверы и ЦОД,servers,Серверы,solution-it-infrastructure-servers-and-datacenter.html,6,стоечные серверы; серверы общего назначения; серверы для виртуализации; GPU-серверы; серверные платформы; серверные комплектующие,2,DEPO Computers; YADRO,5,Systeme Electric; КИТ; Терек-Радио; DEPO Computers; YADRO,5,0,assets/img/solutions/detail/it-infrastructure/it-servers.webp,true,1280,960,197722,379b94870a8e,000080c644f0f8fe,55.0,46.4,7.16,1,1
OK,OK,,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,servers-and-datacenter,Серверы и ЦОД,servery-i-shd,Серверы и СХД,solution-it-infrastructure-servers-and-datacenter.html,1,Серверы и СХД,0,,5,Systeme Electric; КИТ; Терек-Радио; DEPO Computers; YADRO,5,0,assets/img/solutions/detail/it-infrastructure/it-infrastructure-servers-and-datacenter-servery-i-shd.webp,true,1200,900,125550,bd1ebcbb3dda,c0c7c0fe61437f00,31.4,34.6,6.32,1,1
OK,OK,,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,servers-and-datacenter,Серверы и ЦОД,storage-systems,Системы хранения данных,solution-it-infrastructure-servers-and-datacenter.html,6,блочные СХД; файловые СХД; объектные СХД; резервное копирование; дисковые полки; контроллеры СХД,2,DEPO Computers; YADRO,5,Systeme Electric; КИТ; Терек-Радио; DEPO Computers; YADRO,5,0,assets/img/solutions/detail/it-infrastructure/it-storage.webp,true,1280,960,136520,85049b590d67,070c8f9890e0f8fe,49.5,40.0,6.95,1,1
OK,OK,,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,network-equipment,Сетевое оборудование,network-switches,Коммутаторы,solution-it-infrastructure-network-equipment.html,6,коммутаторы дата-центра; кампусные коммутаторы; коммутаторы доступа; коммутаторы агрегации; SFP-модули; сетевые аксессуары,2,DEPO Computers; YADRO,7,Systeme Electric; КИТ; Терек-Радио; DEPO Computers; YADRO; Eltex; ITK,7,0,assets/img/solutions/detail/it-infrastructure/it-switches.webp,true,1280,960,190254,027485458829,040686c644e0e0e0,40.2,39.4,6.74,1,1
OK,OK,,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,network-equipment,Сетевое оборудование,setevoe-oborudovanie-i-telekom,Сетевое оборудование и телеком,solution-it-infrastructure-network-equipment.html,1,Сетевое оборудование и телеком,0,,7,Systeme Electric; КИТ; Терек-Радио; DEPO Computers; YADRO; Eltex; ITK,7,0,assets/img/solutions/detail/it-infrastructure/it-infrastructure-network-equipment-setevoe-oborudovanie-i-telekom.webp,true,1200,900,82486,50c73db49bd8,40474040fffffe00,23.4,27.6,5.81,1,1
OK,OK,,it-equipment-and-software,IT оборудование и ПО,it-infrastructure,IT-инфраструктура,datacenter-infrastructure,ЦОД и инфраструктура,datacenter-infrastructure-components,Инфраструктурные компоненты ЦОД,solution-it-infrastructure-datacenter-infrastructure.html,6,серверные шкафы; стойки; PDU; KVM; кабельные организаторы; комплектующие ЦОД,2,DEPO Computers; YADRO,2,DEPO Computers; YADRO,2,0,assets/img/solutions/detail/it-infrastructure/it-datacenter-components.webp,true,1280,960,160216,edfe87f58a73,00001d7010f0fcff,49.0,40.7,6.96,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,automation-and-dispatching,Автоматизация и диспетчеризация,avtomatizatsiya-i-dispetcherizatsiya,Автоматизация и диспетчеризация,solution-vertical-transport-automation-and-dispatching.html,1,Автоматизация и диспетчеризация,0,,1,Обь Лифт-Комплекс ДС,1,0,assets/img/solutions/detail/vertical-transport/vertical-transport-automation-and-dispatching-avtomatizatsiya-i-dispetcherizatsiya.webp,true,1200,900,84132,3a75a020c47a,cfcffcf8d88000e0,32.8,29.4,6.05,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,automation-and-dispatching,Автоматизация и диспетчеризация,elevator-dispatch-communication,Диспетчерская связь (Лифты),solution-vertical-transport-automation-and-dispatching.html,6,диспетчерская связь лифтов; лифтовые переговорные устройства; контроллеры диспетчеризации; модули мониторинга; ПО диспетчеризации; комплектующие связи,1,Обь Лифт-Комплекс ДС,1,Обь Лифт-Комплекс ДС,1,0,assets/img/solutions/detail/vertical-transport/vertical-transport-automation-and-dispatching-elevator-dispatch-communication.webp,true,1200,900,54326,e3bc516098d9,03080b3c3c9f93c0,32.4,27.5,6.27,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,lifty,Лифты,lifty,Лифты,solution-vertical-transport-lifty.html,5,Пассажирские; МГН; Грузовые; Малые грузовые; Больничные,0,,8,Карачаровский Механический завод; МОСЛИФТ АО; ООО «ВТК «ПРОМТЕХ»; Приводная техника; САНКТ-ПЕТЕРБУРГСКИЙ ЛИФТОВОЙ ЗАВОД; Серпуховский лифтостроительный завод; Современные лифтовые технологии; ЧЕЛЯБИНСКИЙ ЛИФТОСТРОИТЕЛЬНЫЙ ЗАВОД «ВИТЧЕЛ»,8,0,assets/img/solutions/detail/vertical-transport/vertical-transport-lifty-lifty.webp,true,1200,900,79038,634069f1c6b2,0c565ecec0c8dd1c,40.1,31.0,6.29,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,vertical-lifters,Подъемники,passenger-and-cargo-lifts,"Лифты (пассажирские, грузовые и т.д)",solution-vertical-transport-vertical-lifters.html,7,пассажирские лифты; грузовые лифты; больничные лифты; панорамные лифты; малые грузовые лифты; подъемники; комплектующие лифтов,10,МОСЛИФТ; Lёher; Ставропольский лифтостроительный завод Stone; Евролифтмаш; Татлифт; Лифтпром; Щербинский лифтостроительный завод (ЩЛЗ); СаратовЛифтКомплект; Лобненский лифтостроительный завод; СитиЛифт,8,Карачаровский Механический завод; МОСЛИФТ АО; ООО «ВТК «ПРОМТЕХ»; Приводная техника; САНКТ-ПЕТЕРБУРГСКИЙ ЛИФТОВОЙ ЗАВОД; Серпуховский лифтостроительный завод; Современные лифтовые технологии; ЧЕЛЯБИНСКИЙ ЛИФТОСТРОИТЕЛЬНЫЙ ЗАВОД «ВИТЧЕЛ»,8,0,assets/img/solutions/detail/vertical-transport/vertical-transport-vertical-lifters-passenger-and-cargo-lifts.webp,true,1200,900,92140,13e2a9c80fe8,1c1e3e1404c4df0c,37.3,34.7,6.41,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,vertical-transport,Вертикальный транспорт,eskalatory-i-travolatory,Эскалаторы и траволаторы,eskalatory-i-travolatory,Эскалаторы и траволаторы,solution-vertical-transport-eskalatory-i-travolatory.html,1,Эскалаторы и траволаторы,0,,2,Doppler; Отис - ранее METEOR Lift,2,0,assets/img/solutions/detail/vertical-transport/vertical-transport-eskalatory-i-travolatory-eskalatory-i-travolatory.webp,true,1200,900,128258,9474e4fcb2e4,70000e3e7c7c7107,52.4,36.9,6.74,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,wastewater-and-drainage,Водоотведение,drenazhn-sistemy-i-vodootvedenie,Дренажн. системы и водоотведение,solution-water-wastewater-and-drainage.html,3,ПНД перфорированные трубы; ПВХ дренажные трубы; Трубы в геотекстильном фильтре,0,,1,АктивСток,1,0,assets/img/solutions/detail/water/water-wastewater-and-drainage-drenazhn-sistemy-i-vodootvedenie.webp,true,1200,900,82802,762f4fa81472,281ad2d9757d1998,43.7,44.6,6.79,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,wastewater-and-drainage,Водоотведение,wastewater-control-valves,Запорно-регулирующая арматура,solution-water-wastewater-and-drainage.html,5,запорная арматура; регулирующая арматура; обратные клапаны; задвижки; краны,1,АДЛ Valtec,1,ANI Plast,1,0,assets/img/solutions/detail/water/water-wastewater-and-drainage-wastewater-control-valves.webp,true,1200,900,123624,defe1fbf530b,060f0f0f3f3f2610,43.9,32.2,6.77,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,wastewater-and-drainage,Водоотведение,indoor-sewage-pumping-stations,КНС внутренней установки,solution-water-wastewater-and-drainage.html,3,канализационные насосные станции; КНС для помещения; компактные канализационные установки,2,ООО «АКО»; АктивСток,4,"АктивСток; Компания ""Тех-Аэро""; Компания Элмакс Групп; ООО НПО «Зенит-Север»",4,0,assets/img/solutions/detail/water/water-wastewater-and-drainage-indoor-sewage-pumping-stations.webp,true,1200,900,105762,c027b5b261c5,0303f7f3e1810707,42.9,28.3,6.50,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,wastewater-and-drainage,Водоотведение,industrial-electric-water-heaters,Накопительные электрические промышленные водонагреватели,solution-water-wastewater-and-drainage.html,3,накопительные водонагреватели; промышленные электрические водонагреватели; бойлеры,1,РусИнж,1,РусИнж,1,0,assets/img/solutions/detail/water/water-wastewater-and-drainage-industrial-electric-water-heaters.webp,true,1200,900,97086,3fc16f6ebe8d,00a0fcedfdf9c20c,54.6,37.8,6.99,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,wastewater-and-drainage,Водоотведение,water-fire-pumps,"Насосное оборудование для ХВС, пожаротушения и автоматического пожаротушения",solution-water-wastewater-and-drainage.html,4,насосы ХВС; пожарные насосы; насосные станции пожаротушения; насосы автоматического пожаротушения,1,SPL,2,Wilo; ООО «Джетекс»,2,0,assets/img/solutions/detail/water/water-wastewater-and-drainage-water-fire-pumps.webp,true,1200,900,156042,ed8a805ef4dc,00f8fc7e06203f7c,49.0,37.0,6.97,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,wastewater-and-drainage,Водоотведение,siphonic-vacuum-storm-drainage,Сифонно-вакуумная ливневая канализация,solution-water-wastewater-and-drainage.html,4,сифонно-вакуумная система; ливневая канализация кровли; воронки и трубопроводы; комплект системы,1,ООО «Группа Компаний «Агпайп»,2,"АктивСток; ТПК ""Татполимер""",2,0,assets/img/solutions/detail/water/water-wastewater-and-drainage-siphonic-vacuum-storm-drainage.webp,true,1200,900,195922,82841e0d9d57,1f070003070b1303,77.0,53.4,7.43,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,wastewater-and-drainage,Водоотведение,cast-iron-drainage,Чугунная канализация,solution-water-wastewater-and-drainage.html,4,SML трубы; чугунные фитинги; хомуты и крепеж; комплект канализации,2,Sanline SML; Завод Универсал,1,АктивСток,1,0,assets/img/solutions/detail/water/water-wastewater-and-drainage-cast-iron-drainage.webp,true,1200,900,126526,072e0c2e6060,0b0b0f09090ec0fc,57.7,43.6,6.99,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-treatment,Водоподготовка,water-treatment-equipment,Водоподготовка,solution-water-water-treatment.html,6,фильтры механической очистки; умягчение воды; обезжелезивание; обратный осмос; дозирование реагентов; комплексная водоподготовка,1,Аквалид,1,Аквалид,1,0,assets/img/solutions/detail/water/water-water-treatment-water-treatment-equipment.webp,true,1200,900,84510,66d386a87818,003838387bf3430f,46.3,33.5,6.44,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,goryachee-vodosnabzhenie,Горячее водоснабжение,solution-water-water-supply.html,1,Горячее водоснабжение,0,,4,Аквалид; REHAU; Sanext; Uponor,4,0,assets/img/solutions/detail/water/water-water-supply-goryachee-vodosnabzhenie.webp,true,1200,900,165116,9938d8fd6a4c,9c1c5c4c5c401c3e,53.2,43.7,7.09,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,zapornaya-i-reguliruyuschaya-armatura,Запорная и регулирующая арматура,solution-water-water-supply.html,1,Запорная и регулирующая арматура,0,,2,Danfoss; ANI Plast,2,0,assets/img/solutions/detail/water/water-water-supply-zapornaya-i-reguliruyuschaya-armatura.webp,true,1200,900,153760,c2273cd9cda4,1800607e1eba7e7e,40.6,36.4,6.58,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,water-valves-safety-control,"Запорная, предохранительная и регулирующая арматура",solution-water-water-supply.html,8,шаровые краны; задвижки; клапаны; редукторы давления; обратные клапаны; предохранительные клапаны; балансировочная арматура; фильтры грубой очистки,9,Ридан; Danfoss; Benarmo; Buderus; СпецПромАрматура; Sanline; Росма; Рехау; ТРЭМ инновации,3,Аквалид; Danfoss; ANI Plast,3,0,assets/img/solutions/detail/water/v12/water-valves-v12.webp,true,1200,900,99442,2ea42062b19a,1d5d5c3870304c0c,48.3,39.5,6.89,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,storm-drainage-kns-tanks-filter-cartridges,"Ливневая канализация, КНС, резервуары и фильтр-патроны",solution-water-water-supply.html,6,дождевая канализация; канализационные насосные станции; пожарные резервуары; питьевые резервуары; химстойкие резервуары; фильтр-патроны,1,Акватор,3,"Компания ""Тех-Аэро""; Компания Элмакс Групп; ООО НПО «Зенит-Север»",3,0,assets/img/solutions/detail/water/water-water-supply-storm-drainage-kns-tanks-filter-cartridges.webp,true,1200,900,146166,536d2d258cbe,074640f87dfcfc34,41.8,34.1,6.70,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,water-pumps,Насосное оборудование,solution-water-water-supply.html,7,циркуляционные насосы; повысительные насосы; скважинные насосы; дренажные насосы; канализационные насосы; насосные станции; пожарные насосы,4,Aquastrong; Wilo; Джилекс; Водокомфорт,3,Wilo; ООО «Джетекс»; Центр Комплектации Оборудованием,3,0,assets/img/solutions/detail/water/water-water-supply-water-pumps.webp,true,1200,900,167086,e72fea8f7bac,0f1f4b0878f0c8c2,31.1,33.9,6.35,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,truba-polipropilen,Труба полипропилен,solution-water-water-supply.html,1,Труба полипропилен,0,,1,Завод РВК,1,0,assets/img/solutions/detail/water/water-water-supply-truba-polipropilen.webp,true,1200,900,94352,4750b01a2cc7,70e0f0c0c0fefc00,66.6,60.3,7.23,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,water-pipes-and-accessories,Трубы и аксессуары для трубопровода,solution-water-water-supply.html,7,ПЭ трубы; ПП трубы; PEX трубы; металлопластиковые трубы; фитинги; коллекторы; крепеж и аксессуары,10,Sanext; Про Аква; Агригазполимер; ГК Полипластик; ПроТрейд; ПОЛИТЭК; Тульский завод полиэтиленовых труб; РГК; ПромМет; Уником,4,Аквалид; REHAU; Sanext; Uponor,4,0,assets/img/solutions/detail/water/water-water-supply-water-pipes-and-accessories.webp,true,1200,900,130336,3da8b836a745,0360606701f9fe78,38.3,34.0,6.57,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,water-supply,Водоснабжение,uzly-ucheta-vody,Узлы учета воды,solution-water-water-supply.html,1,Узлы учета воды,0,,1,ВЗЛЕТ,1,0,assets/img/solutions/detail/water/water-water-supply-uzly-ucheta-vody.webp,true,1200,900,150032,bb7ec14f7cf0,1c3e3e3c1c3c9c00,51.7,49.3,7.05,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,stormwater-treatment-facilities,Ливнево-очистные сооружения,stormwater-treatment-facilities-group,Ливнево-очистные сооружения,solution-water-stormwater-treatment-facilities.html,6,локальные очистные сооружения; ливневые очистные сооружения; пескоуловители; нефтеуловители; сорбционные блоки; комплект ЛОС,14,МТК-ИНЖИНИРИНГ; МАДИКС; Элмакс; ПТК ФАВОРИТ; ОЗОН; НЭТВОКС; Vökker; ЭКОЛОС; Элита; СПМ-инжиниринг; М3Пласт; Гринлос; Завод ВМК; АктивСток,1,АктивСток,1,0,assets/img/solutions/detail/water/water-stormwater-treatment-facilities-stormwater-treatment-facilities-group.webp,true,1200,900,80496,16adc5952dd7,003c7e3ebefe0000,65.2,47.5,7.09,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,external-water-and-sewer-networks,Наружные сети водоснабжения и канализации,kns,КНС,solution-water-external-water-and-sewer-networks.html,1,КНС,0,,3,"Компания ""Тех-Аэро""; Компания Элмакс Групп; ООО НПО «Зенит-Север»",3,0,assets/img/solutions/detail/water/water-external-water-and-sewer-networks-kns.webp,true,1200,900,197164,ac6d1a030fd2,2070f0f6f0505e7f,36.2,33.1,6.55,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,external-water-and-sewer-networks,Наружные сети водоснабжения и канализации,los,ЛОС,solution-water-external-water-and-sewer-networks.html,1,ЛОС,0,,1,АктивСток,1,0,assets/img/solutions/detail/water/water-external-water-and-sewer-networks-los.webp,true,1200,900,222952,950fd78d8798,fef8300800047e00,65.0,47.2,7.28,1,1
OK,OK,,engineering-equipment,Инженерное оборудование,water,Водоснабжение и водоотведение,external-water-and-sewer-networks,Наружные сети водоснабжения и канализации,naruzhnye-seti-vodosnabzheniya-i-kanalizatsii,Наружные сети водоснабжения и канализации,solution-water-external-water-and-sewer-networks.html,1,Наружные сети водоснабжения и канализации,0,,1,ПОЛИПЛАСТИК,1,0,assets/img/solutions/detail/water/water-external-water-and-sewer-networks-naruzhnye-seti-vodosnabzheniya-i-kanalizatsii.webp,true,1200,900,254856,8495f5589edf,f8fcfe8f07000000,46.4,34.1,6.78,1,1
